STATE,INCOME,AGE,EDU,SEX,RACE,MARST,CHILDREN,VOTED
Utah,125724,32,College,Female,White,"Married, spouse present",2,Voted
Hawaii,4265,18,High School,Male,American Indian/Aleut/Eskimo,Never married/single,1,Did not vote
Nebraska,93949,56,College,Female,White,"Married, spouse present",3,Voted
District of Columbia,126513,35,College,Female,White,Never married/single,5,Voted
New York,322903,39,College,Male,White,"Married, spouse present",3,Voted
Louisiana,9024,76,High School,Female,White,Divorced,1,Voted
Nevada,125868,45,High School,Female,White,Divorced,1,Voted
Kansas,42593,31,High School,Male,Black/Negro,Never married/single,1,Did not vote
Texas,500635,46,College,Female,White,"Married, spouse present",0,Voted
Washington,67437,64,High School,Male,Asian only,"Married, spouse present",4,Did not vote
Oregon,16743,85,High School,Female,White,Widowed,2,Voted
Oregon,221154,48,High School,Male,White,"Married, spouse present",2,Voted
California,44359,33,College,Male,White,Never married/single,1,Voted
Missouri,150234,22,College,Male,White,Never married/single,0,Voted
Michigan,121385,32,College,Male,White,Never married/single,1,Voted
Indiana,72465,18,High School,Female,White,Never married/single,4,Voted
Delaware,49115,19,High School,Female,White,Never married/single,3,Voted
California,12375,63,High School,Female,White,Divorced,3,Did not vote
Missouri,99054,57,College,Male,White,"Married, spouse present",0,Voted
North Carolina,4809,57,College,Female,White,Divorced,4,Did not vote
Massachusetts,132114,35,High School,Male,White,"Married, spouse present",2,Did not vote
Florida,145176,19,High School,Female,White,Never married/single,0,Voted
Iowa,91650,64,High School,Male,White,"Married, spouse present",0,Voted
New Mexico,76144,65,College,Female,White,"Married, spouse present",0,Voted
North Carolina,38314,27,High School,Female,White,Never married/single,4,Did not vote
Pennsylvania,105247,55,High School,Female,White,"Married, spouse present",3,Did not vote
New York,32055,66,High School,Female,White,"Married, spouse present",1,Voted
Oklahoma,43714,67,High School,Male,White,"Married, spouse present",2,Voted
Texas,139263,33,College,Male,Black/Negro,"Married, spouse present",2,Did not vote
California,34910,46,College,Female,White,Never married/single,2,Voted
Florida,55665,54,High School,Male,White,Never married/single,2,Voted
California,26047,18,No Degree,Female,White,Never married/single,0,Voted
Pennsylvania,370229,62,College,Male,Asian only,"Married, spouse present",1,Did not vote
Maine,82556,60,College,Female,White,"Married, spouse present",1,Voted
Minnesota,105255,58,High School,Female,White,Divorced,0,Voted
New York,133131,71,High School,Female,White,"Married, spouse present",3,Did not vote
California,114666,71,High School,Female,White,"Married, spouse present",2,Voted
Nebraska,55450,44,High School,Male,White,Never married/single,2,Voted
Delaware,164197,34,High School,Female,Black/Negro,"Married, spouse present",2,Voted
Colorado,92754,23,High School,Female,White-Black,Never married/single,0,Did not vote
District of Columbia,131735,42,College,Male,White,"Married, spouse present",1,Voted
Pennsylvania,11617,80,High School,Female,White,Widowed,1,Did not vote
Oregon,76372,65,College,Female,White,"Married, spouse present",2,Voted
Texas,29748,33,High School,Female,Black/Negro,Divorced,1,Did not vote
Wyoming,27109,31,High School,Female,White,Divorced,2,Voted
Florida,29694,61,High School,Female,Black/Negro,Divorced,1,Voted
Louisiana,13145,22,High School,Female,White,"Married, spouse present",1,Did not vote
District of Columbia,16951,67,High School,Female,Black/Negro,Widowed,0,Voted
Pennsylvania,73630,32,College,Female,White,"Married, spouse present",3,Voted
Alabama,34675,20,High School,Female,White,Never married/single,4,Did not vote
Minnesota,41913,54,High School,Male,White,Divorced,5,Voted
New York,408091,37,High School,Male,White,Never married/single,1,Voted
Oklahoma,46940,24,High School,Male,White,Never married/single,0,Voted
California,60836,45,College,Female,Asian only,Divorced,0,Voted
Montana,9000,65,High School,Female,White,"Married, spouse present",3,Voted
Georgia,150080,60,High School,Male,White,"Married, spouse present",2,Voted
California,188355,35,High School,Female,White,Never married/single,2,Voted
Kentucky,26961,80,High School,Female,White,Widowed,1,Voted
Montana,8983,65,High School,Female,White,"Married, spouse present",0,Voted
New York,4803,40,College,Female,Asian only,Widowed,1,Voted
Maine,17677,29,High School,Female,White,"Married, spouse present",1,Voted
Tennessee,34029,43,College,Male,White,Divorced,1,Voted
Pennsylvania,11674,80,High School,Female,White,Widowed,0,Voted
Texas,37583,20,High School,Male,White,Never married/single,1,Did not vote
Alaska,160451,32,High School,Male,White,"Married, spouse present",0,Voted
Arizona,2132,19,No Degree,Male,White,Never married/single,1,Voted
Mississippi,20560,60,High School,Male,White,Divorced,1,Did not vote
Pennsylvania,25969,64,College,Female,White,Separated,1,Voted
Texas,58822,68,High School,Female,White,"Married, spouse present",0,Voted
California,51750,63,High School,Female,White,"Married, spouse present",1,Voted
Texas,33803,48,High School,Female,White,"Married, spouse absent",1,Did not vote
Michigan,84048,19,High School,Female,White,Never married/single,2,Did not vote
Texas,64810,37,College,Male,White,"Married, spouse present",0,Voted
Texas,42861,31,College,Female,White,Never married/single,1,Voted
Connecticut,181720,40,High School,Female,White,"Married, spouse present",1,Voted
Hawaii,130259,19,High School,Female,Asian only,Never married/single,0,Voted
Hawaii,68345,52,High School,Female,Asian only,Never married/single,1,Voted
Montana,18401,18,High School,Female,White,Never married/single,1,Did not vote
Florida,69919,66,High School,Female,White,Divorced,0,Voted
Georgia,68969,62,High School,Female,White,"Married, spouse present",0,Did not vote
Tennessee,6335,18,No Degree,Female,Black/Negro,Never married/single,2,Did not vote
Oklahoma,57462,51,High School,Female,White,Divorced,1,Voted
California,87040,19,High School,Female,White,Never married/single,1,Voted
Ohio,31413,58,High School,Male,White,"Married, spouse present",0,Voted
Rhode Island,49744,75,High School,Male,White,"Married, spouse present",1,Voted
California,75056,41,High School,Female,White,Divorced,1,Voted
Indiana,24807,39,High School,Male,White,Never married/single,0,Did not vote
Minnesota,33039,39,High School,Male,White,Never married/single,0,Did not vote
Washington,10683,85,High School,Female,White,Widowed,2,Did not vote
Virginia,43416,56,College,Female,Black/Negro,Never married/single,1,Voted
Hawaii,32627,75,High School,Female,Asian only,Widowed,1,Voted
South Dakota,56028,55,College,Male,White,"Married, spouse present",1,Voted
North Carolina,278294,34,High School,Male,White,"Married, spouse present",0,Voted
Texas,37164,35,High School,Male,White,Never married/single,0,Did not vote
Alabama,23183,29,High School,Female,White,"Married, spouse absent",2,Did not vote
Illinois,37042,44,College,Female,White,"Married, spouse present",2,Voted
North Carolina,250664,32,College,Female,American Indian/Aleut/Eskimo,"Married, spouse present",1,Did not vote
Missouri,106337,65,College,Male,White,"Married, spouse present",0,Voted
South Dakota,80564,23,College,Female,White,Never married/single,1,Voted
California,27736,72,College,Female,Asian only,"Married, spouse present",0,Voted
Montana,17447,73,College,Female,White,"Married, spouse present",0,Voted
Texas,11485,62,College,Female,White,"Married, spouse present",2,Voted
California,146875,30,High School,Male,Asian only,Never married/single,0,Did not vote
Utah,30897,79,High School,Female,White,"Married, spouse present",1,Did not vote
Texas,58185,68,High School,Female,White,"Married, spouse present",2,Voted
Montana,26607,77,College,Female,White,"Married, spouse present",0,Voted
West Virginia,113672,42,High School,Female,White,"Married, spouse present",3,Did not vote
California,40655,80,High School,Female,White,Widowed,2,Voted
Alabama,56369,33,High School,Female,White,"Married, spouse present",0,Voted
Kentucky,76159,33,High School,Male,Black/Negro,"Married, spouse present",1,Voted
Idaho,9211,52,College,Female,White,Widowed,1,Did not vote
Alaska,176102,63,High School,Female,White,"Married, spouse present",4,Did not vote
Louisiana,14072,46,High School,Female,White,Never married/single,0,Voted
West Virginia,114905,42,College,Female,White,Widowed,2,Voted
California,183753,39,High School,Female,White,Never married/single,0,Did not vote
Missouri,188856,60,High School,Female,White,"Married, spouse present",3,Voted
California,26963,80,College,Male,White,Separated,2,Voted
Connecticut,21155,31,High School,Female,White,"Married, spouse present",1,Did not vote
Florida,214147,33,College,Male,White,"Married, spouse present",3,Voted
New Hampshire,59213,39,College,Male,White,Divorced,2,Voted
Texas,91296,18,High School,Male,White,Never married/single,1,Did not vote
Wisconsin,31875,52,High School,Male,White,Never married/single,0,Did not vote
Texas,60001,68,High School,Female,White,"Married, spouse present",1,Voted
Illinois,58701,47,High School,Male,White,Never married/single,0,Don't know
Texas,35376,48,College,Female,White,"Married, spouse absent",2,Did not vote
Michigan,63797,80,High School,Female,White,Widowed,1,Voted
Hawaii,86480,60,High School,Female,Asian only,"Married, spouse present",0,Did not vote
California,43699,61,No Degree,Male,White,"Married, spouse present",4,Voted
Missouri,51961,74,High School,Male,Black/Negro,"Married, spouse present",0,Voted
Idaho,121012,64,High School,Female,White,"Married, spouse present",2,Voted
Utah,112653,24,High School,Female,White,Never married/single,1,Voted
Iowa,37512,27,High School,Male,White,Never married/single,1,Did not vote
Georgia,9720,28,High School,Female,White,Never married/single,0,Voted
Idaho,60071,67,High School,Male,White,"Married, spouse present",1,Voted
Utah,109085,24,High School,Female,White,Never married/single,0,Voted
New York,84540,78,High School,Female,White,Widowed,1,Did not vote
North Dakota,67774,77,High School,Female,White,Widowed,2,Voted
Idaho,24212,80,High School,Female,White,"Married, spouse present",0,Voted
Kentucky,26526,58,High School,Female,White,Divorced,0,Did not vote
California,56011,24,College,Female,White,Never married/single,3,Voted
Mississippi,23248,66,No Degree,Female,Black/Negro,Never married/single,3,Did not vote
Rhode Island,91420,27,College,Female,White,"Married, spouse present",0,Did not vote
Tennessee,378354,40,High School,Female,White,"Married, spouse present",0,Voted
New York,192646,34,High School,Male,White,"Married, spouse present",0,Did not vote
Arizona,89688,29,College,Female,White,Never married/single,0,Voted
New York,93381,69,College,Male,White,Never married/single,1,Voted
California,14807,51,College,Female,White,"Married, spouse present",2,Voted
Rhode Island,23796,45,High School,Male,White,"Married, spouse present",0,Did not vote
Mississippi,31835,20,High School,Female,Black/Negro,Never married/single,2,Did not vote
Nebraska,67323,68,College,Male,White,"Married, spouse present",1,Voted
Tennessee,655446,54,High School,Male,White,Divorced,0,Did not vote
Louisiana,141872,20,High School,Female,White,Never married/single,0,Don't know
South Carolina,52492,25,High School,Female,White,Never married/single,4,Did not vote
Florida,53413,61,College,Female,White,Divorced,2,Voted
New Jersey,431907,20,High School,Male,White,Never married/single,1,Voted
Indiana,76594,18,High School,Female,White,Never married/single,1,Did not vote
Wisconsin,14005,85,High School,Female,White,Widowed,2,Did not vote
Kentucky,37741,65,High School,Male,Asian only,Widowed,3,Voted
Maryland,69173,60,College,Female,White,"Married, spouse present",1,Voted
Florida,53744,26,High School,Male,White,Never married/single,1,Did not vote
Michigan,6523,68,College,Male,White,Never married/single,0,Did not vote
District of Columbia,118970,32,College,Female,White,Never married/single,0,Voted
Indiana,45903,30,No Degree,Female,White,"Married, spouse present",0,Did not vote
Texas,220341,63,College,Female,White,Divorced,0,Voted
Virginia,31440,22,College,Male,White,"Married, spouse present",0,Did not vote
Nevada,218045,47,College,Female,White,Never married/single,3,Voted
Washington,67555,28,High School,Female,White-Asian,"Married, spouse present",1,Did not vote
Hawaii,5565,58,High School,Male,Hawaiian/Pacific Islander only,"Married, spouse present",0,Voted
California,27392,23,High School,Male,Black/Negro,Never married/single,1,Voted
Maryland,253405,35,College,Male,White,Divorced,0,Voted
Oklahoma,95405,19,No Degree,Female,White,Never married/single,1,Did not vote
Idaho,23324,40,No Degree,Male,White,Never married/single,2,Did not vote
Colorado,46319,69,High School,Male,White,Widowed,2,Voted
